COD_CENTRO_ESTUDIOS,NOM_CENTRO_ESTUDIOS
231188424,Centros De Educación Técnico Productiva (CETPRO) Peinados Y Cosmetologia Hermosa
231243617,Centros De Educación Técnico Productiva (CETPRO) Perfect Systems
231535152,Centros De Educación Técnico Productiva (CETPRO) Peru Catolica Olivos
231453778,Centros De Educación Técnico Productiva (CETPRO) Peru Catolica Vitarte
231395763,Centros De Educación Técnico Productiva (CETPRO) Peruano Aleman
231406578,Centros De Educación Técnico Productiva (CETPRO) Peruano Aleman
231490333,Centros De Educación Técnico Productiva (CETPRO) Peruano Britanico
231190990,Centros De Educación Técnico Productiva (CETPRO) Peruano Canadiense
231310853,Centros De Educación Técnico Productiva (CETPRO) Peruano Canadiense
231455039,Centros De Educación Técnico Productiva (CETPRO) Peruano Canadiense
231344407,Centros De Educación Técnico Productiva (CETPRO) Peruano De Sommeliers
231320514,Centros De Educación Técnico Productiva (CETPRO) Peruano De Turismo
231202837,Centros De Educación Técnico Productiva (CETPRO) Peruano Holandes Vant Hoff
230921056,Centros De Educación Técnico Productiva (CETPRO) Peruano Italiano
231093046,Centros De Educación Técnico Productiva (CETPRO) Peruano Japones
231491216,Centros De Educación Técnico Productiva (CETPRO) Peruano Japones
231316652,Centros De Educación Técnico Productiva (CETPRO) Peruano Noruego
231061043,Centros De Educación Técnico Productiva (CETPRO) Peruano Suizo De Los Andes
231048784,Centros De Educación Técnico Productiva (CETPRO) Pestalozzi
231326081,Centros De Educación Técnico Productiva (CETPRO) Peter Drucker
231388966,Centros De Educación Técnico Productiva (CETPRO) Peva Ingenieros
231252022,Centros De Educación Técnico Productiva (CETPRO) Politecnico
230466698,Centros De Educación Técnico Productiva (CETPRO) Politecnico Salesiano
231386044,Centros De Educación Técnico Productiva (CETPRO) Polyglot
231394501,Centros De Educación Técnico Productiva (CETPRO) Pony Motors
231512110,Centros De Educación Técnico Productiva (CETPRO) Premium English Center
231387182,Centros De Educación Técnico Productiva (CETPRO) Princeton
231048826,Centros De Educación Técnico Productiva (CETPRO) Privateacher International
231116144,Centros De Educación Técnico Productiva (CETPRO) Pro Avance
231102870,Centros De Educación Técnico Productiva (CETPRO) Procedat - Peru
231405190,Centros De Educación Técnico Productiva (CETPRO) Prodetur
231245711,Centros De Educación Técnico Productiva (CETPRO) Profecional Computer
231234020,Centros De Educación Técnico Productiva (CETPRO) Professional Air
231186733,Centros De Educación Técnico Productiva (CETPRO) Prolabor
231626670,Centros De Educación Técnico Productiva (CETPRO) Promae - Ipecu
231382076,Centros De Educación Técnico Productiva (CETPRO) Promae De Ventanilla
231084060,Centros De Educación Técnico Productiva (CETPRO) Promae Del Callao Ipac
231258144,Centros De Educación Técnico Productiva (CETPRO) Promae Ipecu
231612779,Centros De Educación Técnico Productiva (CETPRO) Promotora De Estudios Tecnologicos
231479997,Centros De Educación Técnico Productiva (CETPRO) Proyecto Peru Centre Srl
231490242,Centros De Educación Técnico Productiva (CETPRO) Proyectos Prisma
231492586,Centros De Educación Técnico Productiva (CETPRO) Quechcan Paala
231620178,Centros De Educación Técnico Productiva (CETPRO) Rachell
231624493,Centros De Educación Técnico Productiva (CETPRO) Rachell
231493659,Centros De Educación Técnico Productiva (CETPRO) Ranracancha
230532762,Centros De Educación Técnico Productiva (CETPRO) Raul Porras Barrenechea
231190222,Centros De Educación Técnico Productiva (CETPRO) Redimir No Deprimir
231007236,Centros De Educación Técnico Productiva (CETPRO) Reimers
230780049,Centros De Educación Técnico Productiva (CETPRO) Reina De La Paz
230310870,Centros De Educación Técnico Productiva (CETPRO) Reyna Maria Antonieta
231323351,Centros De Educación Técnico Productiva (CETPRO) Ribalera
230675835,Centros De Educación Técnico Productiva (CETPRO) Ricardo Palma
230886481,Centros De Educación Técnico Productiva (CETPRO) Ricardo Palma
230666206,Centros De Educación Técnico Productiva (CETPRO) Ricardo Palma Soriano
230899195,Centros De Educación Técnico Productiva (CETPRO) Rigoberta Menchu
231061530,Centros De Educación Técnico Productiva (CETPRO) Rikchariy
231395169,Centros De Educación Técnico Productiva (CETPRO) Rioja Fashion
231493667,Centros De Educación Técnico Productiva (CETPRO) Roccchacc
231239870,Centros De Educación Técnico Productiva (CETPRO) Rodolfo Diesel
231251032,Centros De Educación Técnico Productiva (CETPRO) Roma
231086461,Centros De Educación Técnico Productiva (CETPRO) Roncalli
231442516,Centros De Educación Técnico Productiva (CETPRO) Rosa De Guadalupe
230310805,Centros De Educación Técnico Productiva (CETPRO) Rosa De Santa Maria
231569300,Centros De Educación Técnico Productiva (CETPRO) Rosa Gattorno
231424399,Centros De Educación Técnico Productiva (CETPRO) Rosa Merino
231482173,Centros De Educación Técnico Productiva (CETPRO) Rosa Merino Center
231599877,Centros De Educación Técnico Productiva (CETPRO) Rosa Mistica
231462167,Centros De Educación Técnico Productiva (CETPRO) Rosiluz
231333590,Centros De Educación Técnico Productiva (CETPRO) Rossy
231282011,Centros De Educación Técnico Productiva (CETPRO) Roxana
231511781,Centros De Educación Técnico Productiva (CETPRO) S.T.A. Madeli
230777946,Centros De Educación Técnico Productiva (CETPRO) Sabel- Iinn
230644906,Centros De Educación Técnico Productiva (CETPRO) Sabell 1
230534552,Centros De Educación Técnico Productiva (CETPRO) Sabell 2
231527936,Centros De Educación Técnico Productiva (CETPRO) Saby
230680744,Centros De Educación Técnico Productiva (CETPRO) Sagrada Familia
231150432,Centros De Educación Técnico Productiva (CETPRO) Sagrada Familia
230357160,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
230622886,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
230753152,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
231007954,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
231197714,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
231575935,Centros De Educación Técnico Productiva (CETPRO) Sagrado Corazon De Jesus
231448281,Centros De Educación Técnico Productiva (CETPRO) Saldaña
231428283,Centros De Educación Técnico Productiva (CETPRO) Salesiano Don Bosco
230898981,Centros De Educación Técnico Productiva (CETPRO) Salud Y Belleza
231182377,Centros De Educación Técnico Productiva (CETPRO) Salvattore Coiffiure
231211861,Centros De Educación Técnico Productiva (CETPRO) Sami The Car Doctor
230871269,Centros De Educación Técnico Productiva (CETPRO) San Agustin
230928390,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231141480,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231153733,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231350529,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231415215,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231449099,Centros De Educación Técnico Productiva (CETPRO) San Agustin
231334358,Centros De Educación Técnico Productiva (CETPRO) San Agustin (Ex - Top Fashion)
231334572,Centros De Educación Técnico Productiva (CETPRO) San Andres
231368497,Centros De Educación Técnico Productiva (CETPRO) San Antonio
231082841,Centros De Educación Técnico Productiva (CETPRO) San Antonio De Padua
231150515,Centros De Educación Técnico Productiva (CETPRO) San Antonio De Padua
231057322,Centros De Educación Técnico Productiva (CETPRO) San Antonio Maria Claret
231543925,Centros De Educación Técnico Productiva (CETPRO) San Bartolome
231519719,Centros De Educación Técnico Productiva (CETPRO) San Carlos
231064377,Centros De Educación Técnico Productiva (CETPRO) San Cristobal
231387083,Centros De Educación Técnico Productiva (CETPRO) San Diego
231266709,Centros De Educación Técnico Productiva (CETPRO) San Fco. De Asis
231124130,Centros De Educación Técnico Productiva (CETPRO) San Fernando
230928366,Centros De Educación Técnico Productiva (CETPRO) San Francisco
231411883,Centros De Educación Técnico Productiva (CETPRO) San Francisco
230777573,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
230924969,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
231175553,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
231306851,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis
231002054,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Asis - Inpe
230323808,Centros De Educación Técnico Productiva (CETPRO) San Francisco De Borja
230594788,Centros De Educación Técnico Productiva (CETPRO) San Francisco Javier
231412030,Centros De Educación Técnico Productiva (CETPRO) San Francisco Javier
231401793,Centros De Educación Técnico Productiva (CETPRO) San Francisco Solano - Pachacutec
231352871,Centros De Educación Técnico Productiva (CETPRO) San Frankcisco De Asis
231367424,Centros De Educación Técnico Productiva (CETPRO) San Hilarion
230787184,Centros De Educación Técnico Productiva (CETPRO) San Idelfonzo-Inpe
231365113,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
231387133,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
231439355,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
231454503,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
231511567,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
237777703,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Loyola
231475276,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Monterrico
231522937,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Recalde
231323492,Centros De Educación Técnico Productiva (CETPRO) San Ignacio De Recaldi
231174887,Centros De Educación Técnico Productiva (CETPRO) San Jacinto
231077890,Centros De Educación Técnico Productiva (CETPRO) San Jeronimo
231215680,Centros De Educación Técnico Productiva (CETPRO) San Jose
231541580,Centros De Educación Técnico Productiva (CETPRO) San Jose
231213776,Centros De Educación Técnico Productiva (CETPRO) San Jose De Pichcus
230567297,Centros De Educación Técnico Productiva (CETPRO) San Jose Obrero
231238021,Centros De Educación Técnico Productiva (CETPRO) San Jose Obrero
231119759,Centros De Educación Técnico Productiva (CETPRO) San Jose Oriol
231315902,Centros De Educación Técnico Productiva (CETPRO) San Jose Y El Redentor
231134774,Centros De Educación Técnico Productiva (CETPRO) San Juan
231335298,Centros De Educación Técnico Productiva (CETPRO) San Juan
230245852,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista
231255926,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista
231423789,Centros De Educación Técnico Productiva (CETPRO) San Juan Bautista
231153535,Centros De Educación Técnico Productiva (CETPRO) San Juan Bosco
231389907,Centros De Educación Técnico Productiva (CETPRO) San Juan De Dios
230730465,Centros De Educación Técnico Productiva (CETPRO) San Juan Masias
231078492,Centros De Educación Técnico Productiva (CETPRO) San Judas Tadeo
231155183,Centros De Educación Técnico Productiva (CETPRO) San Judas Tadeo
231073402,Centros De Educación Técnico Productiva (CETPRO) San Lucas
231254234,Centros De Educación Técnico Productiva (CETPRO) San Lucas
230878165,Centros De Educación Técnico Productiva (CETPRO) San Luis
231335421,Centros De Educación Técnico Productiva (CETPRO) San Luis
231224252,Centros De Educación Técnico Productiva (CETPRO) San Luis Gonzaga
231407220,Centros De Educación Técnico Productiva (CETPRO) San Luis Gonzaga
230876748,Centros De Educación Técnico Productiva (CETPRO) San Luis Maria De Monfort
230676338,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231120971,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231271022,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231272756,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231314608,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231323278,Centros De Educación Técnico Productiva (CETPRO) San Marcos
231390152,Centros De Educación Técnico Productiva (CETPRO) San Marcos
230532390,Centros De Educación Técnico Productiva (CETPRO) San Martin
230604017,Centros De Educación Técnico Productiva (CETPRO) San Martin
231001338,Centros De Educación Técnico Productiva (CETPRO) San Martin
231111640,Centros De Educación Técnico Productiva (CETPRO) San Martin
231606219,Centros De Educación Técnico Productiva (CETPRO) San Martin
231024678,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porras
231180694,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porras
231529502,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porras De Belaunde
231532720,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porras De Comas
230450387,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
230729111,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231061175,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231150473,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231156843,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231281120,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231588706,Centros De Educación Técnico Productiva (CETPRO) San Martin De Porres
231511708,Centros De Educación Técnico Productiva (CETPRO) San Martin Del Peru
231036953,Centros De Educación Técnico Productiva (CETPRO) San Miguel
231334671,Centros De Educación Técnico Productiva (CETPRO) San Miguel
231562131,Centros De Educación Técnico Productiva (CETPRO) San Miguel Arcangel
231050095,Centros De Educación Técnico Productiva (CETPRO) San Nicolas
231432103,Centros De Educación Técnico Productiva (CETPRO) San Nicolas
